incredible|惊人的|68959|41159139|78|711833
incur|招致,引起|508684|41080103|57|506805
link|环节,联系|2306055|40283623|12|70786
list|高兴,清单|548692|40764290|20|119354
literally|字面的,确实的|2241781|40649716|41|455040
literary|文学的,精通文学的|2306065|40283633|17|165075
literature|文学,文献|2512141|39636329|11|45093
memo|备忘录|2616722|40899224|13|64103
memorial|纪念的,纪念馆|430338|40938593|40|328102
memory|记忆,回忆|1723298|40283684|17|438574
mental|精神的,智力的|499842|41159141|36|420080
mention|提及|72806823|37017588|13|67246
otherwise|否则,不同的|1241373|40896285|46|288977
outcome|结果|72809503|37017648|7|37803
sign|标记,征兆|1801505|40893798|36|615960
signature|签名|72809519|37017655|7|31830
signal|信号,发信号|2625794|40976532|45|332066
significance|意义,重要性|772722|40893809|44|401770
significant|有意义的,重大的|1413231|40649954|32|438567
signify|表示,要紧|1137477|40396689|85|1031565
similar|相似的|72807041|37017864|10|61917
simple|迟钝的,单纯的|2225537|39981976|22|498038
simplicity|直率,朴素|772797|40893835|67|1555207
simplify|简化|72804261|37017885|15|73669
simply|仅仅,简直|1712412|39803728|42|401038
slack|不严的,松弛的|1802009|40207064|52|390505
addict|使上瘾,有瘾的人|1987927|41093982|27|245261
add|补充说,增加|2078361|39822825|33|2938257
addition|增加的人,加法|758279|40846745|25|502905
additional|另外的|1801985|40207067|23|1049221
address|演说,对说话|1663397|40120465|44|458008
adequate|足够的,恰当的|1137479|40396692|52|795139
adjoin|贴近|72808521|37018438|21|128700
adjust|适应,校正|2225557|39981996|41|270875
administration|管理,政府|359180|41071241|37|288460
admire|羡慕,夸奖|772757|40893840|32|217935
admit|接纳,承认|2078386|39822874|33|271660
adapt|适应,改编|2078370|39822877|33|241807
adopt|采纳,批准|2078353|39822882|30|194387
adult|成人,成熟的|2078708|39823130|20|414976
brace|支架,支撑|780671|40426921|71|420743
brain|脑力,智能|2078697|39823135|21|201682
branch|分支,分店|2078684|39823138|26|139974
brand|商标,打烙印|1638588|40660452|30|177297
toss|扔,摇摆|1430581|40579883|44|1763544
total|总数,全部的|2078628|39823140|24|254781
toach|感动,涉及|674061|41071247|52|545728
tough|坚韧的,吃苦耐劳的|2078610|39823147|23|235172
vice|恶习,老虎钳|1801945|40207075|36|276791
vicious|邪恶的,堕落的|68972|41159150|55|411047
click|突然明白,很快成为朋友|1430578|40579886|36|280085
cling|坚持,粘着|2078522|39823149|41|224706
close|仔细的,势均力敌的|674209|41071346|47|971330
closet|秘密的,储藏室|2078506|39823152|21|202723
code|密码,法规|772535|40893851|20|104456
detach|拆卸,使分开|780637|40426922|70|6800186
detail|细节,详述|1241194|40896290|34|148674
detain|扣留,耽搁|1712225|39803745|37|330637
personal|亲自的,人身的|2078428|39823158|23|565424
personality|个性|2671801|40283749|22|137831
personnel|全体人员,人事|2078381|39823159|26|505436
form|形状,表格|2123777|39851545|30|525480
formal|正式的,形式的|1152413|40486951|33|244158
format|设计,样式|290889|40943990|46|400438
formation|构成|758289|40846759|37|282159
former|以前的,前者|522343|40976438|35|2677911
formidable|可怕的,令人经敬畏的|151701|41071355|69|701010
formula|公式|2544058|40120551|19|93144
formulate|规划,,系统的阐述|772509|40893854|56|553816
fortunate|幸运的|2945415|40486961|8|110663
fortune|命运,财产|1815338|40986146|33|282636
guide|导游,指南|2632089|40893860|23|151378
guidance|引导|957031|40580145|34|403469
guideline|准则,参考|1712191|39803757|21|156212
guild|协会|72979325|37103841|28|391280
guilty|有罪的,内疚的|772487|40893874|35|326961
recognition|认出,承认|772482|40893877|59|585698
recognize|明白,认可|2031783|39780456|25|251476
recommend|推荐,劝告|780577|40426924|76|2469674
recover|恢复,重新得到|1545551|39699640|20|93168
recovery|恢复,重获|2125130|39890669|21|582470
recruit|招募,新成员|772322|40893883|64|828820
sell|让人失望的东西,出让|1180325|40120646|34|537877
send|打发,使表现出|1801889|40207081|33|720729
senior|毕业生,上级|2125508|39890968|17|120999
smart|刺痛,猛烈的|1801890|40207088|27|274623
smell|气味|72979551|37105083|11|46809
soak|浸泡,渗透|772207|40893891|39|831736
soar|翱翔,飞涨|1801885|40207091|26|248186
sociable|合群的,联谊会|68749|41159177|35|4388906
social|社会的,交际的|2126061|39891359|14|137239
socialism|社会主义|72979649|37105132|12|91007
society|社团,社会|765319|40897991|43|321327
sociology|社会学|2766586|40893902|18|231681
soluble|可溶的|1646922|40920748|25|197696
solution|溶解,溶液|151957|41071522|44|972736
solve|解答|2985183|40976553|16|94808
shadow|影子,暗处|72981985|37105172|8|42209
shade|阴凉处,灯罩|2173001|40649983|21|198407
sort|种类,分类|1559465|40660457|31|229967
soul|灵魂,精力|1161629|40846767|32|3470773
sound|健康的,可靠的|1430983|40580158|28|532876
sour|酸的,易怒的|2323274|40762191|34|343067
source|来源,发源地|1712210|39803830|19|1171572
advance|促进,使向前移动|1903519|40122631|39|2220774
advanced|高级的|405733|40976560|40|816215
advantage|利益,优点|935788|41165035|37|236275
advice|劝告|2172991|40649986|25|224569
advise|建议,通知|1383092|41071526|42|577592
advocate|拥护,提倡|956717|40283761|31|650487
aesthetic|艺术的,审美的|3005287|40372841|11|91845
affair|事件,业务|237417|41071528|75|1226773
affect|影响,感动|1347031|40207105|42|532581
affection|喜爱,感情|1156065|40846780|52|481388
affiliate|成员,使隶属于|207663|40976574|72|1528538
affirm|断言,证实|501975|40893912|94|865698
afford|买得起,供给|2323228|40762234|22|348457
breach|违反,破坏|1137980|40397057|80|674469
break|打断,休息时间|1171617|41159185|39|728707
breakdown|损坏,衰竭|2323229|40762242|19|200162
breed|培育,产生|2201861|41082784|39|449215
coincide|相符,同时发生|1801890|40207154|36|752081
collapse|崩溃,暴跌|405754|40976579|80|3695015
colleague|同盟|1430972|40580186|36|221897
collect|领取,聚集|575673|40846787|43|520885
collection|收藏|1559417|40660466|19|77654
collective|集体,集体的|2324087|40762818|54|612356
collide|碰撞,冲突|502004|40893945|88|1384011
column|圆柱,列|3344005|40762829|10|53721
combat|战斗|72983837|37106102|16|90084
combine|结合|1431009|40580212|29|180980
command|命令,掌握|151901|41071529|77|672836
commend|表扬,委托|1559417|40660477|49|714488
comment|评论|72983919|37107269|13|79032
commerce|商业|72986183|37107277|19|120980
commercial|商业的|3344316|40762833|6|35188
commission|委员会,佣金|501975|40893962|56|435788
commit|提交,犯错误|1524404|40649987|73|535278
committee|委员会|405773|40976595|41|292823
commodity|商品|1155073|40846789|56|1009055
common|普通的|72984353|37107485|18|95855
communicate|交流,表达|1907271|40125032|24|666361
communication|通讯,交通|1907271|40125034|20|162458
communism|共产主义|3303476|41071530|30|991115
community|社区,共同体|1036789|40333840|54|1077685
detect|查明,发现|1723516|40283871|67|630630
deteriorate|恶化|72984467|37107542|40|279471
determine|决心,确定|1907226|40125039|49|352503
develop|冲洗,发育|1907233|40125054|39|370485
device|方法,装置|964749|40288823|76|4120304
devise|发明,设计|1502308|40145647|45|404082
ensure|保证,保证给予|1907167|40125058|29|159971
entail|牵涉,限定继承人|1435063|40207196|55|441796
indeed|确实,真地|2172853|40649991|25|161891
independence|独立|72986829|37107602|9|40430
independent|独立的,私营的|1376631|40660484|15|139053
index|索引,标志|1907143|40125068|17|102462
mere|只不过,纯粹的|247578|41001532|35|327989
merely|不过|72986911|37107643|10|117299
plausible|貌似有理的,能说会道的|575588|40846810|49|521983
plea|恳求,辩护|1801906|40207213|48|456648
plead|答辩,恳求|1907231|40125167|30|275952
plot|情节,小块土地|1907213|40125174|25|198837
policy|政策|72986971|37107674|10|75048
polite|客气的,有教养的|1987871|41093992|37|272923
political|政治的|3449233|39263451|15|137935
politician|政治家|1907210|40125184|26|209961
politics|政治,政纲|223143|41116068|32|320263
poll|投票,获得选票|1907231|40125212|35|222133
ponder|考虑,衡量|1154562|40846818|59|668635
brisk|兴隆的,轻快的|1907546|40125433|23|404774
brief|短暂的,简洁的|1907569|40125455|17|271594
brittle|易碎的,冷淡的|1907700|40125555|17|560031
browse|浏览,吃草|1907697|40125559|18|97364
aggravate|加重,恶化|1907727|40125587|19|186973
aggressive|好斗的,积极进取的|900689|40846821|17|137460
agitate|搅动,使激动|151925|41071568|28|265099
agreeable|易相处的,惬意的|1382999|41071608|25|380445
aid|帮助,助手|1907756|40125637|11|99304
aim|针对,以为目的|1907767|40125647|11|85001
alarm|惊恐,警报|1801898|40207242|12|2805713
alien|陌生的,不相容的|1153801|40846825|33|710960
alienate|排斥,使不友好|68781|41159202|53|2915196
allocate|分配|2172653|40649998|24|162900
allow|准许,承认|2172633|40650000|16|115819
alter|改变|72984541|37108032|5|19908
alternate|交替,轮流的|430340|40938594|45|1681903
alternative|可选的,替换物|142743|41116077|37|438212
comparable|类似的,可比较的|575613|40846842|53|629878
comparative|比较的,相对的|1153730|40846854|67|1154011
compare|把比作,比较|674882|41071803|41|304295
comparison|比喻,比较起来|359921|41071811|60|1316841
compel|迫使|2172239|40650006|21|120032
compensate|补偿|501978|40893993|82|1414408
compete|比赛|1239074|40944366|23|376983
competition|比赛|112452|41071821|15|77262
competitive|比赛的|2170277|40650009|18|1358361
competent|不错的,有能力的|142753|41116084|78|1064765
compile|收集,编制|1801917|40207325|21|402678
complain|申诉|501980|40893997|26|204338
complaint|抱怨,疾病|1801901|40207339|17|152413
complement|补充,补足物|142807|41071847|62|915942
complete|完成,完整的|1801845|40207357|19|190827
complex|合成的,综合体|1040327|40501801|38|484139
complicate|使复杂|142759|41116089|75|2982090
complicated|错综复杂的,麻烦的|502015|40894028|37|369677
comply|顺从,服从|1801780|40207371|16|424717
compliment|问候,恭维|502034|40894054|31|1734733
differ|与不同,与意见不同|733290|40665688|27|552439
difference|差别,不和|1559311|40660514|34|313339
diffuse|扩散,传播|1525917|41161088|15|132605
emphasis|强调,重点|1800077|40976651|14|126574
emphasize|强调|73022259|37125895|1|3162
employ|雇用,使用|1801721|40207398|14|116207
employee|雇员|73024863|37127198|1|7167
employer|雇主|3303820|39192092|2|17621
employment|工作,雇用|1984474|41095828|13|2057667
enable|使能够,使成为可能|1801711|40207405|20|330462
encounter|冲突,遭遇|558065|41071854|63|798540
encourage|促进,支持|1801705|40207407|15|102063
end|末端,终止|1153738|40846866|12|77085
endeavor|努力|964732|40288904|47|333388
endorse|赞同,签名|405743|40976657|62|840217
indicate|暗示,指出|956898|40284012|21|239992
indicative|指示的|1801692|40207409|27|159448
outrage|伤害,暴行|1723188|40284023|32|308967
outset|开始,开端|727212|40580295|45|436852
outside|周围,在外面的|1153717|40846870|30|474320
outward|外表的,向外|1506809|40923757|33|275352
special|特殊的|1153517|40846878|20|408237
specialist|专家|575652|40846882|58|540968
specialize|专攻,以闻名|68778|41159212|47|440296
specialty|专业,特产|1153434|40846892|56|1257676
species|种类|2206460|39280140|6|58114
specific|具体的,特有的|359983|41071884|47|482789
specification|明确,说明书|522562|40987158|49|600998
specify|详细说明,具体指定|1153412|40846898|37|409469
speculate|推测,投机|575673|40846905|28|537956
console|安慰|260437|40924937|17|58401
consist|组成|1189261|40126388|14|239343
consistent|前后一致的|1559359|40660578|32|599269
constant|坚定地|779322|40914003|42|316154
constituent|构成的|2028447|41159219|18|179580
constitute|组成|1152818|40846909|59|492312
constitution|构成|430340|40938595|18|179194
constrain|强迫|1137772|40397093|26|200764
construct|建造|1238965|40944304|19|186520
distinct|有区别的|957020|40284138|31|223296
distinction|差别|2028452|41159239|14|91577
distinguish|区别|1723319|40284141|4|22364
overlook|眺望|1538381|40126403|12|59513
overseas|外国的|1440709|41026857|13|135137
fruitful|多产的|575677|40846915|24|144516
frustrate|挫败|422394|40914007|34|2984584
fulfil|履行|1538415|40126437|13|96022
function|功能|1189204|40126445|14|125544
fund|资金|1723305|40284149|4|17641
fundamental|基础的|1538439|40126455|12|58661
anguish|苦恼|1538434|40126460|14|139205
annoy|使恼怒|1538428|40126463|12|52865
annual|年度的|1558156|40145688|4|30313
monopoly|垄断|381604|41159246|16|146927
monotonous|单调无聊的|1538607|40126595|12|445669
mood|心境|1538765|40126697|13|80838
transmission|播送|1538764|40126702|13|102961
transmit|传送|1538767|40126707|12|214084
transplant|移植|1538757|40126713|11|77952
transport|运输|1538759|40126717|13|94944
stride|阔步前进|222708|41070896|30|207016
strike|打击|710381|41094000|27|128048
striking|显著的|1559324|40660600|23|367795
string|线|1723317|40284165|4|31930
structure|建筑物|1538764|40126724|12|69375
stun|使震惊|675005|41071892|32|312488
primary|初级的|786540|41071896|14|75693
prime|最初的|1538761|40126744|12|48302
primitive|原始的|112570|41071900|61|1753840
principal|最重要的|575666|40846923|20|202222
principle|原则|1538770|40126764|9|38302
psychiatry|精神病学|1559578|40660792|20|422114
psychology|心理学|1152244|40846927|23|254411
liability|责任|359957|41071903|28|192148
liable|责任的|708164|40650018|62|1083595
liberal|不严格的|1152657|40487146|44|2545228
liberate|解放|575644|40846933|24|82628
license|许可证|1538957|40126890|12|66784
innocent|清白的|1413245|40650019|24|192467
innovation|创新|957081|40284262|11|64063
environment|环境|1723460|40284276|4|28601
enterprise|事业心|68794|41159250|47|343495
entertain|招待|1559567|40660820|21|113209
entertainment|招待|1538937|40126893|9|38409
pose|摆姿势,炫耀|1932746|40894068|14|98341
position|位置,地位|1137634|40397141|29|1138133
positive|自信的,明确的|1152052|40846939|24|360258
possess|拥有,具有|1012253|40408840|31|380389
possession|持有,所有权|725468|40580326|21|158518
dilute|稀释,降低|152428|41071948|30|346746
dim|暗淡的,模糊的|1932692|40894090|13|142222
diminish|减少,贬低|152449|41071969|32|437913
amateur|业余爱好者,外行|322753|41095822|9|53942
amaze|使惊愕|1932697|40894106|8|25875
ambiguous|含糊不清的|725476|40580334|38|365911
ambition|野心,抱负|900245|40846952|16|158146
ambitious|有雄心的,费力的|1932681|40894129|13|185483
bubble|气泡,幻想计划|1932762|40894184|17|208980
budget|预算,做预算|1429588|40579702|14|96600
build|体型,结构|1932809|40894218|8|128935
business|生意,职责|1098615|40372851|23|346655
compress|压缩,精简|900229|40846954|19|214830
comprise|包含,组成|1152063|40846961|60|563542
compromise|妥协,折中|1932829|40894245|12|93412
conceive|构想出,怀有|1152057|40846967|53|1054174
concentrate|集中,浓缩|1555527|40846974|17|177028
concept|观念,概念|1559353|40660825|15|132094
conception|观念,构想|152492|41072004|29|304477
concern|关心,关系|1932863|40894277|16|108473
concise|简明的|1152068|40846977|26|164066
concrete|具体的,混凝土|1932909|40894310|11|112411
conclude|结束,下结论|1932996|40894367|13|77257
conclusion|结束,结论|1933004|40894374|8|29618
confer|商谈,授予|1152057|40846986|36|1006424
conference|会议|964274|40288923|20|268721
confess|坦白,承认|152497|41072014|34|2017347
epidemic|传染的,流行病|725393|40580336|28|1351539
episode|片段,一集|1254388|40723091|22|249894
epoch|时代|1932954|40894383|14|57305
indifferent|不关心的,平庸的|152559|41072058|28|432231
indignant|愤怒的|1254397|40723099|29|3709423
indignation|愤怒|68765|41159257|20|160865
indispensable|必需的|360237|41072139|48|826816
individual|个人的,独特的|430340|40938596|56|462188
mess|混乱,弄乱|152653|41072147|16|87769
message|消息,寓意|1936226|40896463|12|130251
messenger|信使|1936221|40896468|7|19289
method|方法,条理|405825|40976745|24|164158
militant|军事的,军人|1110201|40487187|24|199973
mind|精神,智力|223084|41116177|19|205161
redeem|弥补,挽回|575690|40847004|58|1358923
reduce|减少,简化|1189781|40127066|22|128538
reduction|减少|1254396|40723110|16|161578
refer|提到,参考|1151903|40847008|26|493106
reference|涉及,参考|1254394|40723115|14|80241
spoil|损坏,破坏|1151909|40847014|34|627577
sponsor|保证人|1254391|40723118|17|84417
spread|伸展,传播|935903|41072150|43|186950
spur|鞭策,马刺|1137279|40397164|29|217179
spy|间谍,刺探|1847844|40847024|10|54481
stability|稳定|438993|40944005|52|413335
stable|稳定的,沉稳的|725205|40580344|22|110926
staff|全体职员,参谋机构|1847535|40847028|9|35587
stage|舞台,阶段|1137322|40397194|16|102845
remote|疏远的,遥远的|68770|41159265|28|253966
remove|搬迁,挪走|1430367|40580348|14|421602
removal|迁居,除去|113017|41072181|55|871530
remain|剩余,尚需|1137340|40397209|23|274476
remainder|残余部分,余数|1331055|41116297|38|455985
remains|残余,废墟|725223|40580362|35|738384
remedy|治疗,补救|113036|41072194|39|433227
remember|记得,向送礼|1430505|40580443|20|562082
remind|提醒|1201989|40127101|21|227949
render|使得,回报|725357|40580452|57|517900
contemporary|同时代的,现代的|1857044|40847035|9|85356
contempt|轻视|360242|41072199|39|223965
content|含量,内容|329673|40976784|21|249248
contend|竞争,声称|341319|41072209|58|2953364
contest|竞赛,争夺|499565|41159278|32|271662
context|语境,背景|1430535|40580477|15|72248
continual|不断地|513500|40901417|17|92363
continue|连续|1649044|40923150|6|36098
continuous|持续的|1430541|40580485|18|693291
contract|合同,缩紧|405887|40976802|49|911753
contradict|反驳,同矛盾|725412|40580493|32|492753
contrary|相反的,对方的|1559165|40660879|20|209522
contrast|使成对比,对比|152637|41072220|47|679570
diverse|多种多样的|360274|41072227|29|215855
diversion|转移,消遣|558585|41072242|57|559686
divert|转向,使娱乐|1124018|41099770|23|224694
divide|划分,分配|1857047|40847060|11|77200
dividend|股息,被除数|152669|41072248|35|323292
division|分配,部门|360295|41072251|37|347764
document|文件,文献|1857079|40847085|12|80227
