tolerant|宽容的|192954|53687632|29|165964|4|2.6|9
tolerate|容忍,默许|303638|53429297|49|278473|7|4.3|17
accumulate|积累|24|53596780|11|43709|2|1.2|1
accuracy|准确性|1|1|13|81180|3|0.9|-1
accuse|指控|1|1|10|55259|2|1.0|0
cheer|欢呼,鼓舞|821395|53596784|62|381219|10|4.6|19
cherish|珍爱,抱有|866844|53596785|83|524916|14|4.7|18
chip|打破,切削|866332|53596785|75|585765|11|4.5|18
boast|自吹自擂,引以为豪的事物|865614|53596786|65|487994|12|4.3|19
bonus|奖金,意外收获|270871|53429298|45|226955|6|4.4|17
boom|暴涨,繁荣期|860717|53596786|64|2872031|10|4.3|17
boost|增加,帮助|866861|53596786|84|589528|14|4.6|20
verbal|口头的,用言辞的|865837|53596787|68|1760977|13|4.5|18
verdict|判断,意见|867885|53596788|100|1715982|17|4.9|21
verify|证明,查清|866894|53596788|85|1001901|13|4.7|19
verse|诗句|866844|53596789|83|421247|13|4.4|18
version|翻译,看法|821395|53596789|62|569704|10|4.4|19
vessel|容器,船|856348|53687632|39|132260|5|4.8|20
acclaim|喝彩,高度评价|867475|53596790|94|1794567|17|4.9|19
accommodate|调和,帮助|866605|53596790|80|848374|15|4.7|20
accommodation|住宿,膳宿供应|952467|53687632|42|9899501|5|4.7|19
accomplish|达到,做到|659740|53514799|51|301398|6|4.2|17
account|描述,视为|867987|53596791|102|1090305|18|4.8|19
bid|祝愿,命令|866707|53596791|82|497703|13|4.7|19
charm|妩媚,魔力|264318|53429299|43|188482|6|4.4|18
charge|充电,控告|934990|53687633|41|178641|5|4.5|18
birth|血统|270871|53429300|45|176833|8|4.3|17
bill|法案,广告|432761|53429301|63|371478|11|4.7|21
bias|偏见,偏重|50959|53687633|30|566793|4|2.6|10
chase|追逐|53689|53687634|32|143064|4|2.4|8
demand|要求,查问|866605|53596792|80|1043807|13|4.5|18
democracy|民主,民主国家|729645|53535237|56|1197415|8|4.4|17
democratic|民主的|795181|53687634|60|390086|9|4.2|18
demonstrate|论证,说明|866093|53596793|72|856884|11|4.6|18
denote|表示,是标志|870172|53596793|135|1573903|25|4.8|19
denial|否认,拒绝|729645|53535237|56|343998|9|4|17
deny|否定,|1|1|17|97988|3|1.3|2
department|部,系|50959|53687635|30|177160|4|2.3|7
depend|依靠|987420|53687635|43|223010|6|4.7|20
dependent|依赖的|182032|53687636|27|309165|4|2.4|7
deposit|存放,使沉积|869454|53596795|65|424874|10|4.4|17
depress|使沮丧,按下|867612|53596795|95|873416|20|4.7|22
emerge|出现|1|1|4|27167|0|1.0|0
emergency|紧急情况|1|1|14|2450199|2|1.0|0
eminent|杰出的,明显的|279609|53429302|46|259871|9|4.2|20
fearful|可怕的|1|1|8|45840|1|1.0|0
federation|同盟|1|1|15|125779|3|1.0|0
feed|提供|1|1|8|61908|2|0.9|-1
feedback|反馈|1|1|5|24070|1|1.0|0
feeling|同情,心情|297085|53429303|47|365125|7|4.6|18
fertile|肥沃的,能繁殖的|53689|53687636|32|174635|4|2.4|8
goal|目标,进球|1|1|17|496324|3|1.2|2
govern|统治,抑制|865820|53596797|67|784726|12|4.7|18
governor|总督,主管|55054|53687637|33|270270|4|2.5|9
gradual|逐步的|1|1|10|43646|1|1.2|2
graduate|毕业,毕业的|664109|53514804|52|425964|9|4.4|20
grand|盛大的,主要的|866349|53596798|76|557969|16|4.7|24
grant|同意,授予|948764|53596798|83|823611|12|4.6|20
heap|大量,堆积|948302|53596799|77|634752|13|4.8|21
heal|治愈,调停|949020|53596799|87|615984|16|4.7|23
hesitate|犹豫,含糊|541774|53514805|45|314601|5|4.2|17
highlight|强调,使显著|987420|53687637|43|358364|5|4.4|18
highland|高地,高原的|926253|53687638|40|185340|6|4.6|21
highly|赞许的|264318|53429305|43|269200|5|4.2|16
immediate|立即的,直接的|947996|53596800|71|660399|13|5|20
immense|广大的|947501|53596800|64|4457244|11|4.3|16
immerse|使浸没,使专心于|948252|53596801|75|1706238|11|4.6|20
immigrant|移民|1|1|16|93483|3|1.0|0
immune|免除的,免疫的|886931|53596802|66|2015175|10|4.2|18
likely|很可能的,大概|947228|53596802|59|557006|11|4.8|19
likelihood|可能性|952467|53687638|42|1531928|5|4.2|16
likewise|同样的,也|50959|53687639|30|162445|4|2.2|6
self|私心,本来面目|270871|53429306|45|226849|6|4.3|18
meditate|沉思,谋划|949293|53596803|92|2411785|15|4.6|18
meditation|熟虑,打算|856348|53687639|63|614313|9|4.3|17
medium|媒介,中间|690323|53535246|54|333729|8|4.3|18
deprive|剥夺|869454|53596804|65|506616|10|4|15
derive|取得,追溯起源|950044|53596804|103|1110850|19|4.7|22
describe|形容|192954|53687640|29|115101|4|2.4|7
description|种类,描述|949788|53596806|99|850239|18|4.8|21
deserve|值得|664109|53514807|52|293277|8|4.5|17
designate|指明,指派|948525|53596807|80|1674080|12|4.6|18
desirable|称心的|948627|53596811|82|1148793|13|4.6|18
desire|希望,欲望|790812|53596812|59|797787|10|4.7|17
flaw|裂缝,缺陷|279609|53429307|46|191741|6|4.5|18
flexible|柔韧的,可变通的|987420|53687640|43|238303|5|4.5|18
fling|扔|1|1|13|49707|2|1.0|0
flourish|茂盛,流畅的曲线|755859|53687641|58|567332|9|4.6|19
grow|增长,成为|948883|53596813|86|1163018|14|5.3|18
growth|发展|264318|53429309|43|224431|5|4.2|17
hinder|妨碍,阻止|948371|53596813|78|483633|13|4.8|22
hint|暗示,建议|278065|53429310|78|560813|15|4.7|17
hitherto|迄今|270871|53429311|45|281144|6|4.4|17
impact|冲击,影响|277888|53429311|68|514322|11|4.6|19
impair|削弱,损害|278077|53429312|80|758359|14|4.5|17
impart|给予,透露|278661|53429312|117|1586894|23|4.7|21
implement|实施,工具|720412|53440255|91|655823|14|5|20
implication|暗示,含义|720813|53440255|104|728282|22|4.5|23
implicit|含蓄的,绝对的|720590|53440256|97|801149|17|4.4|20
imply|暗示,意味着|299269|53429313|48|210428|6|4.3|17
import|含义,进口|795181|53687641|60|466541|9|4.3|17
important|有权利的,重要的|719182|53440256|53|368885|12|4.2|21
impose|征税,把强加于|719763|53440257|70|469970|11|4.3|17
impress|盖印,留下印象|719900|53440257|75|660140|12|4.4|17
impression|感想,压痕|261819|53429314|88|990081|18|4.3|24
impressive|感人的,印象深刻的|261630|53429315|76|787525|13|4.2|17
improve|改善|261874|53429315|91|733628|20|4.3|19
impulse|推动,冲动|261559|53429316|71|384621|11|4.2|16
limited|有责任的,有限的|299269|53429316|48|279795|6|4.3|17
origin|起源,血统|261521|53429317|69|543581|15|4.3|24
original|原始的,新颖的|261504|53429318|68|503914|12|4.1|14
originate|发源,开创|261685|53429318|79|712542|13|4.2|16
petition|请愿,申请书|852508|53596814|115|943495|20|4.2|16
phase|阶段,相位|690323|53535247|54|262010|8|4.6|18
phenomenon|非凡的人,现象|1|1|16|133007|3|1.3|2
philosophy|哲学家|1|1|13|424585|3|1.2|2
phrase|短语|664109|53514807|52|422222|7|4.4|17
physical|物质的,身体的|187493|53687642|28|170905|4|2.7|9
physician|医生|821395|53687642|62|311833|9|4.3|17
pierce|刺入,看透|664109|53514808|52|564587|8|4.4|17
reason|道理,推理|790812|53687643|59|665232|9|4.5|19
reasonable|合理的,通情达理的|926253|53596815|68|495313|10|4.4|17
recent|新近的|1|1|13|108299|3|1.2|2
serve|有用,满足|803918|53687644|109|2374174|26|5.8|14
servant|仆人,忠于某人的人|790812|53687644|59|488667|9|4.3|18
service|公共设施,维修|849811|53596816|74|570821|15|4.4|18
set|落山,放置|690323|53535248|54|333705|8|4.3|18
setback|挫折,延迟|541774|53514809|45|285727|5|4.2|17
setting|环境,安装|850323|53596816|82|553272|13|4.2|16
settle|解决,安顿|849230|53596817|65|364202|12|4.4|18
settlement|解决,调停|952467|53687645|42|287448|6|4.6|19
several|各自的,几个|854606|53596818|149|993179|35|4.4|23
severe|严格的,剧烈的|854573|53596818|148|1659231|31|4.4|18
shape|种类,体型|795181|53687645|60|330848|9|4.3|17
share|股份,一份|49594|53687646|29|173106|4|2.5|8
sharp|锋利的,鲜明的|299269|53429322|48|297824|6|4.3|17
shelter|掩蔽,掩蔽处|849436|53687607|68|404427|13|4.7|23
sophisticated|老练的,复杂度|803918|53687646|61|417711|8|4.2|17
sovereign|君主,至高无上的|690323|53535249|54|461456|8|5.7|15
sow|播种,传播|187493|53687646|28|100906|4|2.7|9
toll|代价,钟声|849742|53596821|73|426950|14|4.1|14
tone|音调,气氛|192954|53687647|29|143212|4|2.7|9
topic|话题|1|1|14|58194|2|1.1|1
choke|窒息,抑制|659740|53514812|51|295924|8|4.4|17
chop|降低,劈|926253|53596823|68|403386|10|4.5|18
circumstance|形势,经济情况|303638|53429323|49|558348|7|4.3|18
cite|引用|1|1|16|80043|3|1.0|0
claim|主张,索赔|849709|53596824|72|5233298|11|4.3|17
clear|明白的,清楚的|849043|53596825|62|459749|12|4.3|20
border|边境,邻接|755859|53687647|58|684115|9|4.4|17
bore|使厌烦,钻孔|795181|53687648|60|657199|9|4.4|17
born|天生的|299269|53429325|48|5321722|9|4.4|21
bother|打扰,操心|849709|53596826|72|487731|11|4.4|17
acquire|取得,学到|851501|53596827|100|661526|21|4.1|19
acquisition|获得,获得物|849709|53596828|72|621711|11|4.1|16
act|法令,起作用|849299|53596828|66|454029|11|4.3|18
action|战斗,作用|850510|53596829|85|690806|20|4.3|21
active|现行的,积极地|851484|53596830|99|1107868|16|4.5|18
activity|活力,活跃|850766|53596830|89|794230|18|4.2|22
actual|实在的,实际的|755859|53687648|58|446588|8|4.3|17
acute|剧烈的,敏锐的|926253|53596831|68|1830923|10|4.4|17
despise|鄙视|849180|53596832|63|4799044|13|4.2|22
despite|不管,即使|690323|53535251|54|1458784|8|4.3|17
energetic|有力的|790812|53596832|59|316313|10|4.4|20
energy|活力,能量|850766|53596833|89|550282|16|4.5|21
enforce|强迫,实施|848924|53596834|59|371515|11|4.2|19
engage|吸引,尽力理解|850716|53596834|87|918112|17|4.2|21
engagement|约定,婚约|849180|53596835|63|895910|14|4.4|17
fold|折叠,褶痕|725276|53535252|55|253762|8|4.4|17
folk|人们,民间的|755859|53687649|58|341827|8|4.4|17
follow|跟随,领会|849197|53596835|64|1059812|12|4.4|23
following|接着的|1|1|15|76086|3|1.0|0
force|力量,势力|991789|53687650|72|477809|11|5.2|15
fore|重要的,在前部的|849998|53596836|77|533560|15|4.2|20
forecast|预测|1|1|16|89366|3|1.0|0
foresee|预知|952467|53687650|46|186071|6|4.7|20
forge|锻造,伪造|303638|53429328|49|214012|6|4.2|17
grim|严厉的,非常严肃的|850204|53596837|79|562582|14|4.2|18
grasp|抓住,领会|848924|53596837|59|275212|12|4.3|18
grip|抓紧,吸引住|264318|53429328|43|258055|5|4.2|17
gross|总的,严重的|851603|53596838|102|1138068|25|3.8|14
ground|地面,理由|672846|53514812|53|340605|7|4.4|17
group|集团,乐队|729645|53535252|56|637516|8|4.4|17
guarantee|保证|1|1|11|62724|2|1.0|0
guard|守卫,看守|49594|53687651|29|145716|4|2.5|8
inclusive|包括的,范围广的|849998|53596839|77|782517|18|4.2|20
income|收入|1|1|15|198287|2|1.1|1
incorporate|包含,合并|850510|53596839|85|1780563|15|4.4|18
increase|增加|303638|53429329|49|201254|6|4.2|17
increasingly|日益|1|1|11|56549|1|1.2|2
incredible|惊人的|852013|53596840|108|798798|21|4.3|20
incur|招致,引起|850067|53596840|78|558428|13|4.2|17
link|环节,联系|1|1|14|76542|2|1.2|2
list|高兴,清单|50959|53687651|30|153315|4|2.7|10
literally|字面的,确实的|849709|53596842|72|582379|15|4.3|21
literary|文学的,精通文学的|848462|53596842|53|358271|12|4.4|22
literature|文学,文献|264318|53429330|43|124203|9|4.5|22
memo|备忘录|1|1|15|68858|2|1.3|2
memorial|纪念的,纪念馆|795181|53687652|60|383284|9|4.4|17
memory|记忆,回忆|848275|53596843|50|546154|11|4.3|20
mental|精神的,智力的|790812|53687652|59|495662|9|4.6|19
mention|提及|27|53018828|14|70624|2|1.2|1
otherwise|否则,不同的|849811|53596843|74|426843|15|4.2|20
outcome|结果|1|1|8|43483|1|1.2|1
sign|标记,征兆|849436|53596844|67|695120|15|4.1|20
signature|签名|1|1|8|35210|2|0.9|-1
signal|信号,发信号|849555|53596844|70|2564140|14|4.1|15
significance|意义,重要性|849692|53596845|71|491686|14|4.1|15
significant|有意义的,重大的|850221|53596846|80|599252|23|4|25
signify|表示,要紧|852013|53596846|108|1200513|20|4.3|18
similar|相似的|1|1|10|61917|2|1.0|0
simple|迟钝的,单纯的|849197|53596847|64|662562|16|4.4|16
simplicity|直率,朴素|851757|53596847|104|1695173|25|3.9|14
simplify|简化|1|1|15|73669|3|1.0|0
simply|仅仅,简直|850323|53596848|82|535209|22|3.9|22
slack|不严的,松弛的|849948|53596849|75|1218308|14|4|14
addict|使上瘾,有瘾的人|848924|53596849|59|1133699|14|4|20
add|补充说,增加|848668|53596850|55|3017903|11|3.7|17
addition|增加的人,加法|312376|53429331|50|599494|8|4.6|21
additional|另外的|297085|53429332|47|1418068|8|4.3|20
address|演说,对说话|849965|53596850|76|685012|16|4.2|22
adequate|足够的,恰当的|850204|53596851|79|919527|15|4.2|19
adjoin|贴近|187493|53687653|28|132559|4|2.4|7
adjust|适应,校正|849709|53596852|72|431915|16|4.1|20
administration|管理,政府|821395|53596853|62|689294|10|4.6|20
admire|羡慕,夸奖|849486|53596853|69|644792|16|4.2|20
admit|接纳,承认|672846|53514815|53|320055|7|4.5|18
adapt|适应,改编|664109|53514816|52|271649|7|4.3|17
adopt|采纳,批准|303638|53429332|49|266882|7|4.3|17
adult|成人,成熟的|926253|53687653|40|618860|5|4.5|18
brace|支架,支撑|852115|53596854|110|1001626|27|3.8|14
brain|脑力,智能|934990|53687654|41|231926|5|4.5|18
branch|分支,分店|270871|53429334|45|166751|6|4.3|17
brand|商标,打烙印|848941|53596854|60|241424|13|4.2|20
toss|扔,摇摆|849555|53596855|70|1967048|13|4.2|20
total|总数,全部的|264318|53429334|43|290538|5|4.3|17
toach|感动,涉及|850460|53596855|83|810506|18|4.1|20
tough|坚韧的,吃苦耐劳的|266502|53429335|44|304933|6|4.3|18
vice|恶习,老虎钳|849486|53596856|69|405548|15|4.3|23
vicious|邪恶的,堕落的|850067|53596857|78|520722|14|4.2|18
click|突然明白,很快成为朋友|849043|53596857|62|380787|12|4.2|20
cling|坚持,粘着|850477|53596858|84|433342|22|4.1|25
close|仔细的,势均力敌的|850323|53596858|82|1208112|17|4.5|22
closet|秘密的,储藏室|934990|53687654|41|230134|5|4.5|18
code|密码,法规|934990|53687655|41|133750|5|4.6|18
detach|拆卸,使分开|851996|53596859|107|7454984|26|3.9|21
detail|细节,详述|672846|53514817|53|176818|7|4.3|17
detain|扣留,耽搁|790812|53596859|59|490930|10|4.3|16
personal|亲自的,人身的|264318|53429337|43|613968|5|4.5|18
personality|个性|50959|53687656|30|148924|4|2.4|8
personnel|全体人员,人事|659740|53514818|51|573487|9|4.4|19
form|形状,表格|849436|53596860|67|617413|18|3.9|21
formal|正式的,形式的|849299|53596861|66|345435|15|4|14
format|设计,样式|850579|53596861|86|776044|21|4.4|20
formation|构成|738382|53535255|57|386621|8|4.4|17
former|以前的,前者|738382|53535256|57|2740691|9|4.4|18
formidable|可怕的,令人经敬畏的|850733|53596861|88|814915|14|4.2|16
formula|公式|49594|53687657|29|104885|4|2.6|8
formulate|规划,,系统的阐述|850254|53596863|81|612753|15|4.2|19
fortunate|幸运的|725276|53687657|35|297695|5|4.6|21
fortune|命运,财产|849709|53596863|72|517327|17|4.3|16
guide|导游,指南|659740|53514819|51|250014|9|4.5|23
guidance|引导|849948|53596864|75|3626134|20|3.9|20
guideline|准则,参考|934990|53687658|41|246494|5|4.5|18
guild|协会|266502|53429338|44|413850|6|3.9|15
guilty|有罪的,内疚的|849436|53596864|67|546466|15|4.2|21
recognition|认出,承认|850989|53596865|92|1352517|19|4.3|16
recognize|明白,认可|266502|53429339|44|282388|6|4.3|17
advise|推荐,劝告|853651|53596865|134|3416826|36|4.5|15
recover|恢复,重新得到|926253|53687658|40|164019|5|4.5|18
recovery|恢复,重获|848531|53596866|54|1112535|13|4.1|20
recruit|招募,新成员|851740|53596867|103|1058309|24|4.1|20
sell|让人失望的东西,出让|849180|53596867|63|1178401|12|4.3|22
send|打发,使表现出|849709|53596868|72|808769|17|4.2|20
senior|毕业生,上级|848412|53596868|51|197686|12|4.4|19
smart|刺痛,猛烈的|848668|53596869|55|337071|11|4.2|20
smell|气味|1|1|11|46809|2|1.0|0
soak|浸泡,渗透|860717|53596870|64|905824|10|4.6|21
soar|翱翔,飞涨|672846|53514820|53|297954|10|4.4|21
sociable|合群的,联谊会|849948|53596870|75|4658709|20|4.2|17
social|社会的,交际的|299269|53429340|48|240564|8|5.4|26
socialism|社会主义|1|1|13|94777|3|0.9|-1
society|社团,社会|849998|53596871|77|511435|18|4.1|18
sociology|社会学|934990|53687659|41|267159|5|4.7|21
soluble|可溶的|850382|53596871|57|255643|14|4|22
solution|溶解,溶液|849998|53596872|77|1026370|17|4.1|20
solve|解答|182032|53687660|27|106822|4|2.8|10
shadow|影子,暗处|1|1|8|42209|1|1.0|0
shade|阴凉处,灯罩|934990|53687660|41|247632|5|4.5|18
sort|种类,分类|849299|53596873|66|755537|15|4.3|19
soul|灵魂,精力|755859|53535257|58|3545350|10|4.5|16
sound|健康的,可靠的|849180|53596874|63|610928|14|4.3|19
sour|酸的,易怒的|849197|53596874|64|428216|13|4.2|20
source|来源,发源地|848685|53596875|56|1257834|14|4.1|20
advance|促进,使向前移动|849486|53596875|69|2294774|14|4.2|20
advanced|高级的|850221|53596876|80|1031649|19|4.4|15
advantage|利益,优点|729645|53535258|56|265892|8|4.3|17
advice|劝告|848941|53596876|60|305319|15|4.1|20
advise|建议,通知|849948|53596877|75|1388830|17|4.1|20
advocate|拥护,提倡|303638|53429342|49|680014|6|4.4|18
aesthetic|艺术的,审美的|847917|53596877|44|244123|12|4|14
affair|事件,业务|851757|53596878|104|1275529|21|4.3|19
affect|影响,感动|849299|53596879|66|584258|12|4.2|19
affection|喜爱,感情|850579|53596879|86|565867|20|4|20
affiliate|成员,使隶属于|851996|53596880|107|1920366|24|4.1|20
affirm|断言,证实|853326|53596880|129|944751|28|4.1|20
afford|买得起,供给|664109|53514822|52|2152788|10|4.5|20
breach|违反,破坏|852371|53596881|114|867004|25|4.2|20
break|打断,休息时间|849180|53596881|63|793218|11|4.2|19
breakdown|损坏,衰竭|303638|53429342|49|443021|9|4.5|20
breed|培育,产生|849453|53596882|68|546107|13|4.3|20
coincide|相符,同时发生|264310|53429343|75|862176|15|5.6|14
collapse|崩溃,暴跌|851484|53596882|99|3749349|17|4.2|16
colleague|同事|850254|53596883|81|350569|22|4|14
collect|领取,聚集|850221|53596884|80|1295547|18|4.4|16
collection|收藏|848924|53596884|59|212654|15|4.2|20
collective|集体,集体的|852525|53596885|116|9480002|33|4.4|17
collide|碰撞,冲突|852764|53596885|119|1439723|25|4.1|20
column|圆柱,列|1|1|13|87951|3|1.2|2
combat|战斗|1|1|16|90084|3|1.0|0
combine|结合|299269|53429344|48|203419|6|4.3|17
command|命令,掌握|852013|53596886|108|2823060|22|4.3|20
commend|表扬,委托|852883|53596886|122|1081760|36|4.5|19
comment|评论|1|1|13|79032|2|1.0|0
commerce|商业|1|1|19|120980|3|1.0|0
commercial|商业的|1|1|9|46403|2|1.2|2
commission|委员会,佣金|850716|53596887|87|498373|18|4.3|19
commit|提交,犯错误|851534|53596888|101|603688|20|4.2|20
committee|委员会|926253|53687661|68|1210798|11|5|15
commodity|商品|849811|53596888|74|1164480|12|4.1|16
common|普通的|1|1|19|108447|3|1.2|1
communicate|交流,表达|672846|53514822|53|787535|10|4.4|21
communication|通讯,交通|848429|53596889|52|290607|13|4|20
communism|共产主义|299269|53429345|48|1021602|7|4.2|17
community|社区,共同体|850221|53596889|80|1162880|15|4.2|18
detect|查明,发现|851996|53596890|107|1223953|25|4.2|22
deteriorate|恶化|755859|53687662|58|319343|9|4.3|15
determine|决心,确定|850221|53596890|80|440954|17|4.1|20
develop|冲洗,发育|849453|53596891|68|741682|14|4.1|20
device|方法,装置|852508|53596892|115|4940001|26|4.2|14
devise|发明,设计|849230|53596892|65|450545|11|4.2|16
ensure|保证,保证给予|848924|53596893|59|230889|12|4.2|20
entail|牵涉,限定继承人|850579|53596893|86|940476|19|4.1|21
indeed|确实,真地|848462|53596894|53|218877|11|4.2|20
independence|独立|1|1|11|48838|3|0.8|-2
independent|独立的,私营的|926253|53687662|40|205025|6|4.7|21
index|索引,标志|297085|53429346|47|302044|10|4.3|22
mere|只不过,纯粹的|849453|53596895|68|450223|15|4.3|20
merely|不过|1|1|11|122080|2|1.1|1
plausible|貌似有理的,能说会道的|849709|53596895|72|1347395|12|4.4|17
plea|恳求,辩护|849453|53596896|68|740586|11|4.1|17
plead|答辩,恳求|690323|53535258|54|317017|9|4.5|20
plot|情节,小块土地|303638|53429347|49|295360|9|4.3|20
policy|政策|1|1|10|75048|2|1.0|0
polite|客气的,有教养的|849299|53596896|66|347576|14|4.1|20
political|政治的|848429|53596897|52|220254|14|4.1|15
politician|政治家|312376|53429348|50|263642|8|4.5|20
politics|政治,政纲|252333|53596897|68|392751|12|5.8|10
poll|投票,获得选票|849299|53596898|66|380703|15|4.1|20
ponder|考虑,衡量|850716|53596898|87|1682090|17|4.2|20
brisk|兴隆的,轻快的|52324|53687664|31|422303|4|2.4|8
brief|短暂的,简洁的|279609|53429349|46|832347|9|4.4|21
brittle|易碎的,冷淡的|1|1|19|584734|3|1.2|2
browse|浏览,吃草|1|1|20|103275|3|1.2|2
aggravate|加重,恶化|297085|53429349|47|264556|9|4.3|16
aggressive|好斗的,积极进取的|848156|53596899|47|232320|11|4|15
agitate|搅动,使激动|848718|53596900|57|373655|11|4.3|20
agreeable|易相处的,惬意的|848685|53596900|56|636238|13|4.1|20
aid|帮助,助手|926253|53687665|40|183728|8|4.5|21
aim|针对,以为目的|821395|53687666|38|127681|7|4.5|21
alarm|惊恐,警报|934990|53687667|41|2851518|8|4.5|21
alien|陌生的,不相容的|849180|53596901|63|770106|14|4|19
alienate|排斥,使不友好|851484|53596901|99|3850341|27|4.3|15
allocate|分配|264318|53429352|43|186837|5|4.3|17
allow|准许,承认|182032|53687668|27|136500|4|2.7|9
alter|改变|1|1|5|19908|1|1.0|0
alternate|交替,轮流的|849811|53596903|74|1833253|16|4.1|19
alternative|可选的,替换物|849453|53596903|68|678896|14|4.4|18
comparable|类似的,可比较的|850972|53596904|91|941468|21|4.2|22
comparative|比较的,相对的|852013|53596904|108|1960593|27|3.9|23
compare|把比作,比较|849709|53596905|72|403238|16|4.1|21
comparison|比喻,比较起来|850460|53596906|83|1477494|15|4.3|16
compel|迫使|926253|53687669|40|155975|5|4.3|18
compensate|补偿|851996|53596906|107|1516683|20|4.4|16
compete|比赛|299269|53429353|48|478012|8|4.6|18
competition|比赛|182032|53687670|27|102286|4|2.8|9
competitive|比赛的|266502|53429353|44|1421553|8|4.3|20
competent|不错的,有能力的|851278|53596907|97|1109287|16|4.2|16
compile|收集,编制|848685|53596908|56|531036|14|4.1|22
complain|申诉|279609|53429354|46|234982|6|4.4|17
complaint|抱怨,疾病|849299|53596909|66|356970|20|4.1|21
complement|补充,补足物|852883|53596909|122|3314905|34|4.3|15
complete|完成,完整的|848429|53596910|52|297327|13|4|20
complex|合成的,综合体|851245|53596910|96|1728262|28|4.4|17
complicate|使复杂|853326|53596911|129|3196871|34|4.2|20
complicated|错综复杂的,麻烦的|738382|53687671|57|403090|8|4.4|17
comply|顺从,服从|848156|53596912|47|515782|11|4.1|20
compliment|问候,恭维|849230|53596912|65|1821450|15|4.3|15
differ|与不同,与意见不同|848974|53596913|61|767561|15|4|20
difference|差别,不和|849230|53596913|65|361347|14|4.1|20
diffuse|扩散,传播|264318|53429355|43|176515|9|4.3|20
emphasis|强调,重点|725276|53687672|35|166922|5|4.2|18
emphasize|强调|1|1|1|3162|0|1.0|0
employ|雇用,使用|987420|53687673|43|976928|8|4.5|21
employee|雇员|1|1|1|7167|0|1.0|0
employer|雇主|1|1|4|33125|0|1.3|2
employment|工作,雇用|264318|53429357|43|2141319|9|4.4|17
enable|使能够,使成为可能|299269|53429357|48|403122|10|4.3|20
encounter|冲突,遭遇|850579|53596914|86|1288942|15|4.2|19
encourage|促进,支持|847917|53596915|44|235143|11|3.9|19
end|末端,终止|171110|53687673|25|106597|4|2.8|9
endeavor|努力|849453|53596916|68|391506|12|3.9|16
endorse|赞同,签名|850460|53596916|83|908996|14|4.3|15
indicate|暗示,指出|848462|53596917|53|500869|13|4.2|16
indicative|指示的|850067|53596917|78|581025|22|4.3|24
outrage|伤害,暴行|849180|53596918|63|505668|15|3.9|19
outset|开始,开端|850477|53596919|84|625937|21|4.1|15
outside|周围,在外面的|849436|53596919|67|780155|17|4.1|19
outward|外表的,向外|849811|53596920|74|416158|19|4.1|23
special|特殊的|934990|53687674|41|436219|7|4.2|18
specialist|专家|850835|53596921|90|887600|19|4.2|15
specialize|专攻,以闻名|921884|53687675|67|554404|10|4.4|17
specialty|专业,特产|849811|53596921|74|2058805|12|4.1|16
species|种类|847917|53596922|44|902543|13|4.4|17
specific|具体的,特有的|850254|53596922|81|550823|19|4|20
